model,model_display,physics,condition,question_type,category,accuracy,f1,count
qwen2vl,Qwen2-VL,no_physics,full,velocity_scaling,Dynamics,1.0,0.9996370235934663,1102
qwen2vl,Qwen2-VL,no_physics,full,friction_scaling,Dynamics,1.0,0.9939407540394973,1114
qwen2vl,Qwen2-VL,no_physics,full,fastest_object,Perception,0.5652173913043478,0.7871606123983778,1196
qwen2vl,Qwen2-VL,no_physics,full,apparent_contradiction,Causal,0.9247211895910781,0.8711222314204492,1076
qwen2vl,Qwen2-VL,no_physics,full,friction_coefficient_comparison,Dynamics,0.1158357771260997,0.7158668377577782,682
qwen2vl,Qwen2-VL,no_physics,full,momentum_conservation,Dynamics,0.042735042735042736,0.054080471881332276,819
qwen2vl,Qwen2-VL,no_physics,full,energy_analysis_taxonomy,Dynamics,0.3489736070381232,0.5599944342948292,341
qwen2vl,Qwen2-VL,no_physics,full,indirect_causation,Causal,1.0,0.8134328358208955,67
qwen2vl,Qwen2-VL,no_physics,full,four_hop_causation,Causal,0.48214285714285715,0.7866541353383459,56
qwen2vl,Qwen2-VL,no_physics,full,relative_velocity_magnitude,Dynamics,0.0,0.28844444444444445,150
qwen2vl,Qwen2-VL,no_physics,full,event_sequence,Temporal,0.0,0.6055736521838414,52
qwen2vl,Qwen2-VL,no_physics,full,temporal_consistency,Temporal,0.02127659574468085,0.7794399082484372,188
qwen2vl,Qwen2-VL,no_physics,full,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
qwen2vl,Qwen2-VL,no_physics,full,property_competition,Dynamics,0.0,0.5109181266315096,36
qwen2vl,Qwen2-VL,no_physics,full,mass_ratio,Dynamics,0.7830188679245284,0.7830188679245284,212
qwen2vl,Qwen2-VL,no_physics,full,relative_velocity_decision,Dynamics,0.0,0.5802393633743493,71
qwen2vl,Qwen2-VL,with_physics,zero_shot,stationary_duration,Temporal,0.002274450341167551,0.002274450341167551,1319
qwen2vl,Qwen2-VL,with_physics,zero_shot,stopped_objects_count,Perception,0.003028773346794548,0.003028773346794548,1981
qwen2vl,Qwen2-VL,with_physics,zero_shot,stationary_start_time,Temporal,0.05656108597285068,0.05656108597285068,1326
qwen2vl,Qwen2-VL,with_physics,zero_shot,collision_presence,Perception,0.3235591506572295,0.3235591506572295,1978
qwen2vl,Qwen2-VL,with_physics,zero_shot,object_count,Perception,0.023701462430660614,0.023701462430660614,1983
qwen2vl,Qwen2-VL,with_physics,zero_shot,friction_comparison,Dynamics,0.241397021058038,0.3214689265536723,1947
qwen2vl,Qwen2-VL,with_physics,zero_shot,rolling_detection,Perception,0.0025265285497726125,0.0025265285497726125,1979
qwen2vl,Qwen2-VL,with_physics,zero_shot,shape_distribution,Perception,0.23099630996309964,0.2639254963978211,1355
qwen2vl,Qwen2-VL,with_physics,zero_shot,newtons_second_law,Dynamics,0.0,0.0,1367
qwen2vl,Qwen2-VL,with_physics,zero_shot,velocity_scaling,Dynamics,0.018148820326678767,0.38466424682395645,1102
qwen2vl,Qwen2-VL,with_physics,zero_shot,friction_scaling,Dynamics,0.0,0.0,1114
qwen2vl,Qwen2-VL,with_physics,zero_shot,fastest_object,Perception,0.0,0.006446928357683505,1196
qwen2vl,Qwen2-VL,with_physics,zero_shot,apparent_contradiction,Causal,0.0,0.04759249424676935,1076
qwen2vl,Qwen2-VL,with_physics,zero_shot,friction_coefficient_comparison,Dynamics,0.0,0.0,682
qwen2vl,Qwen2-VL,with_physics,zero_shot,momentum_conservation,Dynamics,0.0,0.0,819
qwen2vl,Qwen2-VL,with_physics,zero_shot,energy_analysis_taxonomy,Dynamics,0.0,0.0,341
qwen2vl,Qwen2-VL,with_physics,zero_shot,indirect_causation,Causal,0.0,0.0,67
qwen2vl,Qwen2-VL,with_physics,zero_shot,four_hop_causation,Causal,0.0,0.0,56
qwen2vl,Qwen2-VL,with_physics,zero_shot,relative_velocity_magnitude,Dynamics,0.03333333333333333,0.21,150
qwen2vl,Qwen2-VL,with_physics,zero_shot,event_sequence,Temporal,0.0,0.0014792899408284025,52
qwen2vl,Qwen2-VL,with_physics,zero_shot,temporal_consistency,Temporal,0.0,0.0038684719535783374,188
qwen2vl,Qwen2-VL,with_physics,zero_shot,direction_reversal,Temporal,0.453781512605042,0.453781512605042,238
qwen2vl,Qwen2-VL,with_physics,zero_shot,property_competition,Dynamics,0.0,0.0,36
qwen2vl,Qwen2-VL,with_physics,zero_shot,mass_ratio,Dynamics,0.14622641509433962,0.14622641509433962,212
qwen2vl,Qwen2-VL,with_physics,zero_shot,relative_velocity_decision,Dynamics,0.0,0.009014084507042254,71
qwen2vl,Qwen2-VL,with_physics,easy,stationary_duration,Temporal,0.9166034874905231,0.9166034874905231,1319
qwen2vl,Qwen2-VL,with_physics,easy,stopped_objects_count,Perception,0.43059061080262495,0.42857142857142855,1981
qwen2vl,Qwen2-VL,with_physics,easy,stationary_start_time,Temporal,0.40648567119155354,0.40648567119155354,1326
qwen2vl,Qwen2-VL,with_physics,easy,collision_presence,Perception,0.7199191102123357,0.7199191102123357,1978
qwen2vl,Qwen2-VL,with_physics,easy,object_count,Perception,0.3207261724659607,0.3086232980332829,1983
qwen2vl,Qwen2-VL,with_physics,easy,friction_comparison,Dynamics,0.3697996918335901,0.49416195856873824,1947
qwen2vl,Qwen2-VL,with_physics,easy,rolling_detection,Perception,0.596766043456291,0.5866599292572006,1979
qwen2vl,Qwen2-VL,with_physics,easy,shape_distribution,Perception,0.014760147601476014,0.019202249165348795,1355
qwen2vl,Qwen2-VL,with_physics,easy,newtons_second_law,Dynamics,0.0,0.3516215557181175,1367
qwen2vl,Qwen2-VL,with_physics,easy,velocity_scaling,Dynamics,0.0,0.5122504537205081,1102
qwen2vl,Qwen2-VL,with_physics,easy,friction_scaling,Dynamics,0.40484739676840215,0.5871049556866432,1114
qwen2vl,Qwen2-VL,with_physics,easy,fastest_object,Perception,0.18394648829431437,0.5765571781919208,1196
qwen2vl,Qwen2-VL,with_physics,easy,apparent_contradiction,Causal,0.026022304832713755,0.12487736587342974,1076
qwen2vl,Qwen2-VL,with_physics,easy,friction_coefficient_comparison,Dynamics,0.054252199413489736,0.5741831314756966,682
qwen2vl,Qwen2-VL,with_physics,easy,momentum_conservation,Dynamics,0.8998778998778999,0.7466422466422467,819
qwen2vl,Qwen2-VL,with_physics,easy,energy_analysis_taxonomy,Dynamics,0.24633431085043989,0.7101790682435845,341
qwen2vl,Qwen2-VL,with_physics,easy,indirect_causation,Causal,0.0,0.0,67
qwen2vl,Qwen2-VL,with_physics,easy,four_hop_causation,Causal,0.0,0.0,56
qwen2vl,Qwen2-VL,with_physics,easy,relative_velocity_magnitude,Dynamics,0.14,0.38733333333333336,150
qwen2vl,Qwen2-VL,with_physics,easy,event_sequence,Temporal,0.019230769230769232,0.5210147295037727,52
qwen2vl,Qwen2-VL,with_physics,easy,temporal_consistency,Temporal,0.4148936170212766,0.6264320785597381,188
qwen2vl,Qwen2-VL,with_physics,easy,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
qwen2vl,Qwen2-VL,with_physics,easy,property_competition,Dynamics,0.5555555555555556,0.7447130303477052,36
qwen2vl,Qwen2-VL,with_physics,easy,mass_ratio,Dynamics,0.4716981132075472,0.4716981132075472,212
qwen2vl,Qwen2-VL,with_physics,easy,relative_velocity_decision,Dynamics,0.39436619718309857,0.8061538461538461,71
qwen2vl,Qwen2-VL,with_physics,easy_medium,stationary_duration,Temporal,0.9173616376042456,0.9173616376042456,1319
qwen2vl,Qwen2-VL,with_physics,easy_medium,stopped_objects_count,Perception,0.4083796062594649,0.4083796062594649,1981
qwen2vl,Qwen2-VL,with_physics,easy_medium,stationary_start_time,Temporal,0.4230769230769231,0.4230769230769231,1326
qwen2vl,Qwen2-VL,with_physics,easy_medium,collision_presence,Perception,0.717391304347826,0.717391304347826,1978
qwen2vl,Qwen2-VL,with_physics,easy_medium,object_count,Perception,0.09178013111447302,0.0907715582450832,1983
qwen2vl,Qwen2-VL,with_physics,easy_medium,friction_comparison,Dynamics,0.3430919363122753,0.4572847115219997,1947
qwen2vl,Qwen2-VL,with_physics,easy_medium,rolling_detection,Perception,0.5356240525517938,0.5356240525517938,1979
qwen2vl,Qwen2-VL,with_physics,easy_medium,shape_distribution,Perception,0.42066420664206644,0.7829453162663494,1355
qwen2vl,Qwen2-VL,with_physics,easy_medium,newtons_second_law,Dynamics,0.9934162399414777,0.9934162399414777,1367
qwen2vl,Qwen2-VL,with_physics,easy_medium,velocity_scaling,Dynamics,1.0,1.0,1102
qwen2vl,Qwen2-VL,with_physics,easy_medium,friction_scaling,Dynamics,1.0,1.0,1114
qwen2vl,Qwen2-VL,with_physics,easy_medium,fastest_object,Perception,0.7198996655518395,0.8593274012367068,1196
qwen2vl,Qwen2-VL,with_physics,easy_medium,apparent_contradiction,Causal,0.9944237918215614,0.991005045140733,1076
qwen2vl,Qwen2-VL,with_physics,easy_medium,friction_coefficient_comparison,Dynamics,0.9398826979472141,0.9815375025181822,682
qwen2vl,Qwen2-VL,with_physics,easy_medium,momentum_conservation,Dynamics,0.9584859584859585,0.8644688644688645,819
qwen2vl,Qwen2-VL,with_physics,easy_medium,energy_analysis_taxonomy,Dynamics,0.9589442815249267,0.9477333028652677,341
qwen2vl,Qwen2-VL,with_physics,easy_medium,indirect_causation,Causal,1.0,1.0,67
qwen2vl,Qwen2-VL,with_physics,easy_medium,four_hop_causation,Causal,0.6071428571428571,0.6484962406015038,56
qwen2vl,Qwen2-VL,with_physics,easy_medium,relative_velocity_magnitude,Dynamics,0.4866666666666667,0.7433333333333333,150
qwen2vl,Qwen2-VL,with_physics,easy_medium,event_sequence,Temporal,0.17307692307692307,0.8715134729652582,52
qwen2vl,Qwen2-VL,with_physics,easy_medium,temporal_consistency,Temporal,1.0,0.9979541734860884,188
qwen2vl,Qwen2-VL,with_physics,easy_medium,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
qwen2vl,Qwen2-VL,with_physics,easy_medium,property_competition,Dynamics,0.6666666666666666,0.7842857142857143,36
qwen2vl,Qwen2-VL,with_physics,easy_medium,mass_ratio,Dynamics,0.7358490566037735,0.7358490566037735,212
qwen2vl,Qwen2-VL,with_physics,easy_medium,relative_velocity_decision,Dynamics,0.5070422535211268,0.8292957746478874,71
qwen2vl,Qwen2-VL,with_physics,hard,stationary_duration,Temporal,0.9567854435178166,0.9567854435178166,1319
qwen2vl,Qwen2-VL,with_physics,hard,stopped_objects_count,Perception,0.4563351842503786,0.4563351842503786,1981
qwen2vl,Qwen2-VL,with_physics,hard,stationary_start_time,Temporal,0.49321266968325794,0.49321266968325794,1326
qwen2vl,Qwen2-VL,with_physics,hard,collision_presence,Perception,0.6931243680485338,0.6931243680485338,1978
qwen2vl,Qwen2-VL,with_physics,hard,object_count,Perception,0.11649016641452345,0.11497730711043873,1983
qwen2vl,Qwen2-VL,with_physics,hard,friction_comparison,Dynamics,0.3667180277349769,0.48416367060434856,1947
qwen2vl,Qwen2-VL,with_physics,hard,rolling_detection,Perception,0.6099039919151087,0.6099039919151087,1979
qwen2vl,Qwen2-VL,with_physics,hard,shape_distribution,Perception,0.14833948339483394,0.2162898683931894,1355
qwen2vl,Qwen2-VL,with_physics,hard,newtons_second_law,Dynamics,0.0,0.5,1367
qwen2vl,Qwen2-VL,with_physics,hard,velocity_scaling,Dynamics,0.1206896551724138,0.5892014519056261,1102
qwen2vl,Qwen2-VL,with_physics,hard,friction_scaling,Dynamics,0.22351885098743268,0.5658016430009248,1114
qwen2vl,Qwen2-VL,with_physics,hard,fastest_object,Perception,0.3737458193979933,0.691943600260539,1196
qwen2vl,Qwen2-VL,with_physics,hard,apparent_contradiction,Causal,0.7611524163568774,0.7859698619224641,1076
qwen2vl,Qwen2-VL,with_physics,hard,friction_coefficient_comparison,Dynamics,0.2434017595307918,0.4195665771178968,682
qwen2vl,Qwen2-VL,with_physics,hard,momentum_conservation,Dynamics,0.989010989010989,0.9230769230769231,819
qwen2vl,Qwen2-VL,with_physics,hard,energy_analysis_taxonomy,Dynamics,0.9501466275659824,0.9442815249266863,341
qwen2vl,Qwen2-VL,with_physics,hard,indirect_causation,Causal,0.0,0.019900497512437807,67
qwen2vl,Qwen2-VL,with_physics,hard,four_hop_causation,Causal,0.9107142857142857,0.9107142857142857,56
qwen2vl,Qwen2-VL,with_physics,hard,relative_velocity_magnitude,Dynamics,0.4533333333333333,0.712,150
qwen2vl,Qwen2-VL,with_physics,hard,event_sequence,Temporal,0.09615384615384616,0.6210674202139693,52
qwen2vl,Qwen2-VL,with_physics,hard,temporal_consistency,Temporal,0.8457446808510638,0.9039949412289838,188
qwen2vl,Qwen2-VL,with_physics,hard,direction_reversal,Temporal,0.5630252100840336,0.5630252100840336,238
qwen2vl,Qwen2-VL,with_physics,hard,property_competition,Dynamics,0.7777777777777778,0.8881581828133552,36
qwen2vl,Qwen2-VL,with_physics,hard,mass_ratio,Dynamics,0.5471698113207547,0.5471698113207547,212
qwen2vl,Qwen2-VL,with_physics,hard,relative_velocity_decision,Dynamics,0.4647887323943662,0.8073239436619718,71
qwen2vl,Qwen2-VL,with_physics,full,stationary_duration,Temporal,0.8369977255496588,0.8369977255496588,1319
qwen2vl,Qwen2-VL,with_physics,full,stopped_objects_count,Perception,0.09843513377082282,0.09459868753154972,1981
qwen2vl,Qwen2-VL,with_physics,full,stationary_start_time,Temporal,0.4079939668174962,0.4079939668174962,1326
qwen2vl,Qwen2-VL,with_physics,full,collision_presence,Perception,0.7285136501516684,0.7285136501516684,1978
qwen2vl,Qwen2-VL,with_physics,full,object_count,Perception,0.017650025214321734,0.01361573373676248,1983
qwen2vl,Qwen2-VL,with_physics,full,friction_comparison,Dynamics,0.3800719054956343,0.49597671631569934,1947
qwen2vl,Qwen2-VL,with_physics,full,rolling_detection,Perception,0.5123799898938858,0.5063163213744315,1979
qwen2vl,Qwen2-VL,with_physics,full,shape_distribution,Perception,0.33136531365313654,0.7761680165705228,1355
qwen2vl,Qwen2-VL,with_physics,full,newtons_second_law,Dynamics,0.9948792977322605,0.9948792977322605,1367
qwen2vl,Qwen2-VL,with_physics,full,velocity_scaling,Dynamics,0.9909255898366606,0.9969751966122202,1102
qwen2vl,Qwen2-VL,with_physics,full,friction_scaling,Dynamics,1.0,1.0,1114
qwen2vl,Qwen2-VL,with_physics,full,fastest_object,Perception,0.7006688963210702,0.8352186476606205,1196
qwen2vl,Qwen2-VL,with_physics,full,apparent_contradiction,Causal,0.9990706319702602,0.9906620640821384,1076
qwen2vl,Qwen2-VL,with_physics,full,friction_coefficient_comparison,Dynamics,0.9002932551319648,0.9566199917258829,682
qwen2vl,Qwen2-VL,with_physics,full,momentum_conservation,Dynamics,0.9352869352869353,0.8186813186813187,819
qwen2vl,Qwen2-VL,with_physics,full,energy_analysis_taxonomy,Dynamics,0.9794721407624634,0.9328864683703395,341
qwen2vl,Qwen2-VL,with_physics,full,indirect_causation,Causal,1.0,1.0,67
qwen2vl,Qwen2-VL,with_physics,full,four_hop_causation,Causal,0.6785714285714286,0.7252321981424148,56
qwen2vl,Qwen2-VL,with_physics,full,relative_velocity_magnitude,Dynamics,0.11333333333333333,0.32666666666666666,150
qwen2vl,Qwen2-VL,with_physics,full,event_sequence,Temporal,0.17307692307692307,0.8719838118425915,52
qwen2vl,Qwen2-VL,with_physics,full,temporal_consistency,Temporal,0.9893617021276596,0.9935394952192265,188
qwen2vl,Qwen2-VL,with_physics,full,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
qwen2vl,Qwen2-VL,with_physics,full,property_competition,Dynamics,0.7777777777777778,0.8675132275132275,36
qwen2vl,Qwen2-VL,with_physics,full,mass_ratio,Dynamics,0.8537735849056604,0.8537735849056604,212
qwen2vl,Qwen2-VL,with_physics,full,relative_velocity_decision,Dynamics,0.49295774647887325,0.8256338028169014,71
internvl3,InternVL3,no_physics,zero_shot,stationary_duration,Temporal,0.002274450341167551,0.002274450341167551,1319
internvl3,InternVL3,no_physics,zero_shot,stopped_objects_count,Perception,0.0,0.0,1981
internvl3,InternVL3,no_physics,zero_shot,stationary_start_time,Temporal,0.03619909502262444,0.03619909502262444,1326
internvl3,InternVL3,no_physics,zero_shot,collision_presence,Perception,0.7386248736097067,0.6664981462756994,1978
internvl3,InternVL3,no_physics,zero_shot,object_count,Perception,0.0,0.0,1983
internvl3,InternVL3,no_physics,zero_shot,friction_comparison,Dynamics,0.0,0.0,1947
internvl3,InternVL3,no_physics,zero_shot,rolling_detection,Perception,0.0,0.0,1979
internvl3,InternVL3,no_physics,zero_shot,shape_distribution,Perception,0.22361623616236162,0.23585661570901423,1355
internvl3,InternVL3,no_physics,zero_shot,newtons_second_law,Dynamics,0.010241404535479151,0.006949524506217996,1367
internvl3,InternVL3,no_physics,zero_shot,velocity_scaling,Dynamics,0.4945553539019964,0.5206896551724137,1102
internvl3,InternVL3,no_physics,zero_shot,friction_scaling,Dynamics,0.004488330341113106,0.017055655296229804,1114
internvl3,InternVL3,no_physics,zero_shot,fastest_object,Perception,0.0,0.0,1196
internvl3,InternVL3,no_physics,zero_shot,apparent_contradiction,Causal,0.6263940520446096,0.6347318109399893,1076
internvl3,InternVL3,no_physics,zero_shot,friction_coefficient_comparison,Dynamics,0.0,0.0,682
internvl3,InternVL3,no_physics,zero_shot,momentum_conservation,Dynamics,0.0,0.0,819
internvl3,InternVL3,no_physics,zero_shot,energy_analysis_taxonomy,Dynamics,0.0,0.0,341
internvl3,InternVL3,no_physics,zero_shot,indirect_causation,Causal,0.0,0.011194029850746268,67
internvl3,InternVL3,no_physics,zero_shot,four_hop_causation,Causal,0.03571428571428571,0.03571428571428571,56
internvl3,InternVL3,no_physics,zero_shot,relative_velocity_magnitude,Dynamics,0.0,0.009047619047619047,150
internvl3,InternVL3,no_physics,zero_shot,event_sequence,Temporal,0.0,0.0,52
internvl3,InternVL3,no_physics,zero_shot,temporal_consistency,Temporal,0.20212765957446807,0.20406189555125728,188
internvl3,InternVL3,no_physics,zero_shot,direction_reversal,Temporal,0.8571428571428571,0.8417366946778712,238
internvl3,InternVL3,no_physics,zero_shot,property_competition,Dynamics,0.0,0.0,36
internvl3,InternVL3,no_physics,zero_shot,mass_ratio,Dynamics,0.0,0.0,212
internvl3,InternVL3,no_physics,zero_shot,relative_velocity_decision,Dynamics,0.09859154929577464,0.18873239436619718,71
internvl3,InternVL3,no_physics,easy,stationary_duration,Temporal,0.9954510993176648,0.9954510993176648,1319
internvl3,InternVL3,no_physics,easy,stopped_objects_count,Perception,0.712266532054518,0.712266532054518,1981
internvl3,InternVL3,no_physics,easy,stationary_start_time,Temporal,0.9992458521870287,0.9992458521870287,1326
internvl3,InternVL3,no_physics,easy,collision_presence,Perception,0.7730030333670375,0.7730030333670375,1978
internvl3,InternVL3,no_physics,easy,object_count,Perception,0.6036308623298033,0.6036308623298033,1983
internvl3,InternVL3,no_physics,easy,friction_comparison,Dynamics,0.38212634822804314,0.50231124807396,1947
internvl3,InternVL3,no_physics,easy,rolling_detection,Perception,0.7847397675593735,0.7845713323227219,1979
internvl3,InternVL3,no_physics,easy,shape_distribution,Perception,0.5350553505535055,0.5518819188191881,1355
internvl3,InternVL3,no_physics,easy,newtons_second_law,Dynamics,1.0,1.0,1367
internvl3,InternVL3,no_physics,easy,velocity_scaling,Dynamics,0.0,0.5951905626134301,1102
internvl3,InternVL3,no_physics,easy,friction_scaling,Dynamics,0.026929982046678635,0.48812632609760076,1114
internvl3,InternVL3,no_physics,easy,fastest_object,Perception,0.5275919732441472,0.7493294957550811,1196
internvl3,InternVL3,no_physics,easy,apparent_contradiction,Causal,0.0055762081784386614,0.11524163568773234,1076
internvl3,InternVL3,no_physics,easy,friction_coefficient_comparison,Dynamics,0.5058651026392962,0.885117302052786,682
internvl3,InternVL3,no_physics,easy,momentum_conservation,Dynamics,0.9877899877899878,0.996947496947497,819
internvl3,InternVL3,no_physics,easy,energy_analysis_taxonomy,Dynamics,0.8797653958944281,0.9024971118812761,341
internvl3,InternVL3,no_physics,easy,indirect_causation,Causal,0.0,0.0,67
internvl3,InternVL3,no_physics,easy,four_hop_causation,Causal,0.10714285714285714,0.12276785714285714,56
internvl3,InternVL3,no_physics,easy,relative_velocity_magnitude,Dynamics,0.86,0.93,150
internvl3,InternVL3,no_physics,easy,event_sequence,Temporal,0.4423076923076923,0.9754232609495767,52
internvl3,InternVL3,no_physics,easy,temporal_consistency,Temporal,0.015957446808510637,0.3737911025145068,188
internvl3,InternVL3,no_physics,easy,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
internvl3,InternVL3,no_physics,easy,property_competition,Dynamics,0.8611111111111112,0.8877777777777778,36
internvl3,InternVL3,no_physics,easy,mass_ratio,Dynamics,0.7075471698113207,0.7075471698113207,212
internvl3,InternVL3,no_physics,easy,relative_velocity_decision,Dynamics,0.4647887323943662,0.8073239436619718,71
internvl3,InternVL3,no_physics,easy_medium,stationary_duration,Temporal,0.9969673995451099,0.9969673995451099,1319
internvl3,InternVL3,no_physics,easy_medium,stopped_objects_count,Perception,0.7546693589096416,0.7546693589096416,1981
internvl3,InternVL3,no_physics,easy_medium,stationary_start_time,Temporal,0.9864253393665159,0.9864253393665159,1326
internvl3,InternVL3,no_physics,easy_medium,collision_presence,Perception,0.7259858442871587,0.7259858442871587,1978
internvl3,InternVL3,no_physics,easy_medium,object_count,Perception,0.6343923348461926,0.6343923348461926,1983
internvl3,InternVL3,no_physics,easy_medium,friction_comparison,Dynamics,0.39907550077041604,0.519774011299435,1947
internvl3,InternVL3,no_physics,easy_medium,rolling_detection,Perception,0.7463365336028297,0.7463365336028297,1979
internvl3,InternVL3,no_physics,easy_medium,shape_distribution,Perception,1.0,1.0,1355
internvl3,InternVL3,no_physics,easy_medium,newtons_second_law,Dynamics,1.0,1.0,1367
internvl3,InternVL3,no_physics,easy_medium,velocity_scaling,Dynamics,1.0,1.0,1102
internvl3,InternVL3,no_physics,easy_medium,friction_scaling,Dynamics,1.0,1.0,1114
internvl3,InternVL3,no_physics,easy_medium,fastest_object,Perception,0.9882943143812709,0.9956521739130434,1196
internvl3,InternVL3,no_physics,easy_medium,apparent_contradiction,Causal,1.0,1.0,1076
internvl3,InternVL3,no_physics,easy_medium,friction_coefficient_comparison,Dynamics,0.998533724340176,0.9997067448680351,682
internvl3,InternVL3,no_physics,easy_medium,momentum_conservation,Dynamics,0.989010989010989,0.9972527472527473,819
internvl3,InternVL3,no_physics,easy_medium,energy_analysis_taxonomy,Dynamics,1.0,1.0,341
internvl3,InternVL3,no_physics,easy_medium,indirect_causation,Causal,1.0,1.0,67
internvl3,InternVL3,no_physics,easy_medium,four_hop_causation,Causal,1.0,1.0,56
internvl3,InternVL3,no_physics,easy_medium,relative_velocity_magnitude,Dynamics,1.0,1.0,150
internvl3,InternVL3,no_physics,easy_medium,event_sequence,Temporal,0.4423076923076923,0.9813432400932401,52
internvl3,InternVL3,no_physics,easy_medium,temporal_consistency,Temporal,1.0,1.0,188
internvl3,InternVL3,no_physics,easy_medium,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
internvl3,InternVL3,no_physics,easy_medium,property_competition,Dynamics,1.0,1.0,36
internvl3,InternVL3,no_physics,easy_medium,mass_ratio,Dynamics,1.0,1.0,212
internvl3,InternVL3,no_physics,easy_medium,relative_velocity_decision,Dynamics,0.4647887323943662,0.8073239436619718,71
internvl3,InternVL3,no_physics,hard,stationary_duration,Temporal,0.9984836997725549,0.9984836997725549,1319
internvl3,InternVL3,no_physics,hard,stopped_objects_count,Perception,0.790509843513377,0.790509843513377,1981
internvl3,InternVL3,no_physics,hard,stationary_start_time,Temporal,1.0,1.0,1326
internvl3,InternVL3,no_physics,hard,collision_presence,Perception,0.7805864509605662,0.7805864509605662,1978
internvl3,InternVL3,no_physics,hard,object_count,Perception,0.6530509329299042,0.6530509329299042,1983
internvl3,InternVL3,no_physics,hard,friction_comparison,Dynamics,0.4042116076014381,0.5174627632254751,1947
internvl3,InternVL3,no_physics,hard,rolling_detection,Perception,0.8044466902475998,0.8044466902475998,1979
internvl3,InternVL3,no_physics,hard,shape_distribution,Perception,0.9712177121771217,0.9726691266912669,1355
internvl3,InternVL3,no_physics,hard,newtons_second_law,Dynamics,1.0,1.0,1367
internvl3,InternVL3,no_physics,hard,velocity_scaling,Dynamics,1.0,1.0,1102
internvl3,InternVL3,no_physics,hard,friction_scaling,Dynamics,1.0,1.0,1114
internvl3,InternVL3,no_physics,hard,fastest_object,Perception,0.5735785953177257,0.7804733727810651,1196
internvl3,InternVL3,no_physics,hard,apparent_contradiction,Causal,1.0,1.0,1076
internvl3,InternVL3,no_physics,hard,friction_coefficient_comparison,Dynamics,0.7668621700879765,0.9363438980374464,682
internvl3,InternVL3,no_physics,hard,momentum_conservation,Dynamics,0.989010989010989,0.9972527472527473,819
internvl3,InternVL3,no_physics,hard,energy_analysis_taxonomy,Dynamics,1.0,1.0,341
internvl3,InternVL3,no_physics,hard,indirect_causation,Causal,0.0,0.0,67
internvl3,InternVL3,no_physics,hard,four_hop_causation,Causal,1.0,1.0,56
internvl3,InternVL3,no_physics,hard,relative_velocity_magnitude,Dynamics,0.98,0.99,150
internvl3,InternVL3,no_physics,hard,event_sequence,Temporal,0.4230769230769231,0.979429671205987,52
internvl3,InternVL3,no_physics,hard,temporal_consistency,Temporal,1.0,1.0,188
internvl3,InternVL3,no_physics,hard,direction_reversal,Temporal,0.9033613445378151,0.9033613445378151,238
internvl3,InternVL3,no_physics,hard,property_competition,Dynamics,0.9722222222222222,0.9811111111111112,36
internvl3,InternVL3,no_physics,hard,mass_ratio,Dynamics,0.9811320754716981,0.9811320754716981,212
internvl3,InternVL3,no_physics,hard,relative_velocity_decision,Dynamics,0.4225352112676056,0.7921126760563381,71
internvl3,InternVL3,no_physics,full,stationary_duration,Temporal,0.9939347990902199,0.9939347990902199,1319
internvl3,InternVL3,no_physics,full,stopped_objects_count,Perception,0.6466431095406361,0.6466431095406361,1981
internvl3,InternVL3,no_physics,full,stationary_start_time,Temporal,0.969079939668175,0.969079939668175,1326
internvl3,InternVL3,no_physics,full,collision_presence,Perception,0.7522750252780587,0.7512639029322548,1978
internvl3,InternVL3,no_physics,full,object_count,Perception,0.59505799293999,0.59505799293999,1983
internvl3,InternVL3,no_physics,full,friction_comparison,Dynamics,0.3728813559322034,0.49768875192604006,1947
internvl3,InternVL3,no_physics,full,rolling_detection,Perception,0.6806467913087418,0.6806467913087418,1979
internvl3,InternVL3,no_physics,full,shape_distribution,Perception,1.0,1.0,1355
internvl3,InternVL3,no_physics,full,newtons_second_law,Dynamics,1.0,1.0,1367
internvl3,InternVL3,no_physics,full,velocity_scaling,Dynamics,1.0,1.0,1102
internvl3,InternVL3,no_physics,full,friction_scaling,Dynamics,1.0,1.0,1114
internvl3,InternVL3,no_physics,full,fastest_object,Perception,0.9882943143812709,0.9958751393534002,1196
internvl3,InternVL3,no_physics,full,apparent_contradiction,Causal,1.0,1.0,1076
internvl3,InternVL3,no_physics,full,friction_coefficient_comparison,Dynamics,1.0,1.0,682
internvl3,InternVL3,no_physics,full,momentum_conservation,Dynamics,0.9877899877899878,0.996947496947497,819
internvl3,InternVL3,no_physics,full,energy_analysis_taxonomy,Dynamics,1.0,1.0,341
internvl3,InternVL3,no_physics,full,indirect_causation,Causal,1.0,1.0,67
internvl3,InternVL3,no_physics,full,four_hop_causation,Causal,1.0,1.0,56
internvl3,InternVL3,no_physics,full,relative_velocity_magnitude,Dynamics,0.98,0.99,150
internvl3,InternVL3,no_physics,full,event_sequence,Temporal,0.46153846153846156,0.9811334498834499,52
internvl3,InternVL3,no_physics,full,temporal_consistency,Temporal,1.0,1.0,188
